ref_name,isolate_id
Guan20,589994
Guan20,589995
Guan20,589996
Guan20,589997
Guan20,589998
Guan20,589999
Guan20,590000
Guan20,590001
Guan20,590002
Guan20,590003
Guan20,590004
Guan20,590005
Guan20,590006
Guan20,590007
Guan20,590008
Guan20,590009
Guan20,590010
Guan20,590011
Guan20,590012
Guan20,590013
Guan20,590014
Guan20,590015
Guan20,590016
Guan20,590017
Guan20,590018
Guan20,590019
Guan20,590020
Guan20,590021
Guan20,590022
Guan20,590023
Guan20,590024
Guan20,590025
Guan20,590026
Guan20,590027
Guan20,590028
Guan20,590029
Guan20,590030
Guan20,590031
Guan20,590032
Guan20,590033
Guan20,590034
Guan20,590035
Guan20,590036
Guan20,590037
Guan20,590038
Guan20,590039
Guan20,590040
Guan20,590041
Guan20,590042
Guan20,590043
Guan20,590044
Guan20,590045
Guan20,590046
Guan20,590047
Guan20,590048
Guan20,590049
Guan20,590050
Guan20,590051
Guan20,590052
Guan20,590053
Guan20,590054
Guan20,590055
Guan20,590056
Guan20,590057
Guan20,590058
Guan20,590059
Guan20,590060
Guan20,590061
Guan20,590062
Guan20,590063
Guan20,590064
Guan20,590065
Guan20,590066
Guan20,590067
Guan20,590068
Guan20,590069
Guan20,590070
Guan20,590071
Guan20,590072
Guan20,590073
Guan20,590074
Guan20,590075
Guan20,590076
Guan20,590077
Guan20,590078
Guan20,590079
Guan20,590080
Guan20,590081
Guan20,590082
Guan20,590083
Guan20,590084
Guan20,590085
Guan20,590086
Guan20,590087
Guan20,590088
Guan20,590089
Guan20,590090
Guan20,590091
Guan20,590092
Guan20,590093
Guan20,590094
Guan20,590095
Guan20,590096
Guan20,590097
Guan20,590098
Guan20,590099
Guan20,590100
Guan20,590101
Guan20,590102
Guan20,590103
Guan20,590104
Guan20,590105
Guan20,590106
Guan20,590107
Guan20,590108
Guan20,590109
Guan20,590110
Guan20,590111
Guan20,590112
Guan20,590113
Guan20,590114
Guan20,590115
Guan20,590116
Guan20,590117
Guan20,590118
Guan20,590119
Guan20,590120
Guan20,590121
Guan20,590122
Guan20,590123
Guan20,590124
Guan20,590125
Guan20,590126
Guan20,590127
Guan20,590128
Guan20,590129
Guan20,590130
Guan20,590131
Guan20,590132
Guan20,590133
Guan20,590134
Guan20,590135
Guan20,590136
Guan20,590137
Guan20,590138
Guan20,590139
Guan20,590140
Guan20,590141
Guan20,590142
Guan20,590143
Guan20,590144
Guan20,590145
Guan20,590146
Guan20,590147
Guan20,590148
Guan20,590149
Guan20,590150
Guan20,590151
Guan20,590152
Guan20,590153
Guan20,590154
Guan20,590155
Guan20,590156
Guan20,590157
Guan20,590158
Guan20,590159
Guan20,590160
Guan20,590161
Guan20,590162
Guan20,590163
Guan20,590164
Guan20,590165
Guan20,590166
Guan20,590167
Guan20,590168
Guan20,590169
Guan20,590170
Guan20,590171
Guan20,590172
Guan20,590173
Guan20,590174
Guan20,590175
Guan20,590176
Guan20,590177
Guan20,590178
Guan20,590179
Guan20,590180
Guan20,590181
