ref_name,isolate_id
Wang08,180951
Wang08,180952
Wang08,180953
Wang08,180954
Wang08,180955
Wang08,180956
Wang08,180957
Wang08,180958
Wang08,180959
Wang08,180960
Wang08,180961
Wang08,180962
Wang08,180963
Wang08,180964
Wang08,180965
Wang08,180966
Wang08,180967
Wang08,180968
Wang08,180969
Wang08,180970
Wang08,180971
Wang08,180972
Wang08,180973
Wang08,180974
Wang08,180975
Wang08,180976
Wang08,180977
Wang08,180978
Wang08,180979
Wang08,180980
Wang08,180981
Wang08,180982
Wang08,180983
Wang08,180984
Wang08,180985
Wang08,180986
Wang08,180987
Wang08,180988
Wang08,180989
Wang08,180990
Wang08,180991
Wang08,180992
Wang08,180993
Wang08,180994
Wang08,180995
Wang08,180996
Wang08,180997
Wang08,180998
Wang08,180999
Wang08,181000
Wang08,181001
Wang08,181002
Wang08,181003
Wang08,181004
Wang08,181005
Wang08,181006
Wang08,181007
Wang08,181008
Wang08,181009
Wang08,181010
Wang08,181011
Wang08,181012
Wang08,181013
Wang08,181014
Wang08,181015
Wang08,181016
Wang08,181017
Wang08,181018
Wang08,181019
Wang08,181020
Wang08,181021
Wang08,181022
